XBCM01 XBCM03 3.4235 4.3668 3.0805 15.0340 3.5190 9.8340 2.3890 591
XBCM01 XBCM04 3.3561 4.4955 105.7847 11.9590 2.9790 9.8340 2.3890 245
XBCM01 XBCM06 4.6987 4.0147 116.4558 11.2680 2.3850 9.8340 2.3890 159
XBCM01 XBCM07 3.1966 4.4485 50.4707 11.4560 3.8700 9.8340 2.3890 244
XBCM01 XBCM10 3.2197 4.2108 16.7631 10.6190 4.2230 9.8340 2.3890 221
XBCM01 XBCM13 2.7167 4.255 2.7151 9.4620 4.5880 9.8340 2.3890 248
XBCM01 XBCM17 3.4622 4.2102 7.1151 12.3120 5.5460 9.8340 2.3890 445
XBCM01 XBCM21 2.3193 3.2163 4.7718 12.6200 6.4670 9.8340 2.3890 548
XBCM01 XBCM22 3.6195 4.4035 2.7977 13.2680 6.4770 9.8340 2.3890 593
XBCM01 XBCM23 3.5467 4.2415 5.0921 10.7930 6.3700 9.8340 2.3890 455
XBCM01 XBCM26 4.4302 3.8326 2.8262 13.5480 7.2650 9.8340 2.3890 680
XBCM01 XBCM29 3.6948 4.119 2.8647 13.3850 9.3470 9.8340 2.3890 867
XBCM01 XBCM31 4.0112 4.1023 2.2594 15.2620 10.3270 9.8340 2.3890 1067
XBCM01 XBCM32 3.9409 3.9823 2.5725 14.3720 10.6190 9.8340 2.3890 1043
XBCM02 XBCM06 3.4 4.3437 22.5767 11.2680 2.3850 13.2890 2.6980 227
XBCM02 XBCM07 4.4633 4.0694 272.326 11.4560 3.8700 13.2890 2.6980 241
XBCM02 XBCM14 3.2817 4.2588 15.0017 14.3580 4.4220 13.2890 2.6980 225
XBCM02 XBCM15 3.3835 4.3181 5.2195 9.9330 5.0340 13.2890 2.6980 454
XBCM02 XBCM17 3.3952 4.2665 25.5901 12.3120 5.5460 13.2890 2.6980 334
XBCM02 XBCM21 3.9067 4.0764 13.1582 12.6200 6.4670 13.2890 2.6980 425
XBCM02 XBCM24 3.4557 4.288 6.0557 14.2880 6.5230 13.2890 2.6980 439
XBCM02 XBCM25 4.6866 3.7299 4.5629 11.8110 6.7600 13.2890 2.6980 480
XBCM02 XBCM28 3.9928 4.0645 4.2092 13.2370 8.4690 13.2890 2.6980 641
